time,frequency,confidence
7.860,139.277,0.778091
7.870,139.145,0.760296
7.880,138.536,0.778531
7.890,138.390,0.880886
7.900,138.293,0.904557
7.910,138.262,0.918988
7.920,138.456,0.927724
7.930,138.536,0.918417
7.940,138.643,0.899773
7.950,135.955,0.452760
7.960,119.959,0.144067
7.970,116.366,0.060913
7.980,119.277,0.068465
7.990,120.729,0.113337
8.000,495.471,0.326377
8.010,495.593,0.556027
8.020,492.340,0.646186
8.030,491.911,0.655523
8.040,489.661,0.770017
8.050,487.648,0.633673
8.060,489.157,0.147169
8.070,69.337,0.885389
8.080,69.584,0.907790
8.090,69.477,0.950119
8.100,69.542,0.830647
8.110,335.025,0.263243
8.120,333.460,0.341036
8.130,323.545,0.500315
8.140,328.929,0.690750
8.150,332.333,0.640955
8.160,337.033,0.576730
8.170,341.482,0.611863
8.180,340.237,0.524240
8.190,335.546,0.604964
8.200,332.992,0.421321
8.210,281.808,0.188195
8.220,139.031,0.735256
8.230,139.206,0.816167
8.240,138.970,0.741090
8.250,138.873,0.481603
8.260,274.432,0.528671
8.270,273.872,0.458344
8.280,134.064,0.386366
8.290,134.028,0.399611
8.300,136.995,0.201169
8.310,142.272,0.179484
8.320,69.462,0.877363
8.330,69.516,0.903109
8.340,69.576,0.766900
8.350,69.516,0.528468
8.360,69.498,0.773304
8.370,69.334,0.890711
8.380,69.646,0.888693
8.390,69.541,0.913181
8.400,69.434,0.954312
8.410,69.452,0.958218
8.420,69.496,0.090688
8.430,120.630,0.213004
8.440,115.048,0.125052
8.450,114.574,0.026920
8.460,35.516,0.066798
8.470,34.240,0.169541
8.480,351.476,0.308795
8.490,348.562,0.349130
8.500,69.641,0.475487
8.510,69.764,0.438661
8.520,69.803,0.536818
8.530,69.866,0.439661
8.540,347.202,0.178063
8.550,489.459,0.225300
8.560,485.746,0.254074
8.570,139.042,0.542220
8.580,272.163,0.271036
8.590,273.645,0.154182
8.600,32.266,0.139894
8.610,328.940,0.403141
8.620,334.722,0.772173
8.630,334.689,0.708287
