time,frequency,confidence
5.590,248.374,0.612642
5.600,248.456,0.635882
5.610,247.864,0.623755
5.620,247.386,0.689056
5.630,247.644,0.608458
5.640,248.127,0.455513
5.650,248.316,0.443821
5.660,248.801,0.572463
5.670,249.100,0.632478
5.680,248.538,0.741723
5.690,247.809,0.823851
5.700,247.730,0.857275
5.710,248.025,0.873110
5.720,247.629,0.867148
5.730,247.357,0.891589
5.740,247.284,0.836618
5.750,247.271,0.846409
5.760,247.034,0.730643
5.770,247.124,0.380761
5.780,331.304,0.674711
5.790,330.833,0.839094
5.800,330.840,0.842098
5.810,329.997,0.840044
5.820,329.953,0.818263
5.830,330.834,0.756066
5.840,330.793,0.716820
5.850,330.419,0.795627
5.860,330.203,0.856683
5.870,330.134,0.896158
5.880,330.280,0.911024
5.890,330.233,0.874226
5.900,330.593,0.779072
5.910,330.504,0.637053
5.920,247.380,0.768359
5.930,247.274,0.803101
5.940,247.389,0.864874
5.950,247.251,0.866244
5.960,247.327,0.862285
5.970,247.245,0.847955
5.980,246.822,0.828466
5.990,247.466,0.817417
6.000,247.466,0.794316
6.010,247.428,0.714671
6.020,245.663,0.571453
6.030,1599.463,0.102614
6.040,400.352,0.399860
6.050,399.125,0.582056
6.060,401.679,0.670458
6.070,399.826,0.605033
6.080,400.701,0.563737
6.090,401.892,0.350737
6.100,412.201,0.227569
6.110,490.376,0.211824
6.120,505.228,0.325440
6.130,513.573,0.319314
6.140,403.767,0.129006
6.150,400.363,0.304051
6.160,397.066,0.250845
6.170,495.213,0.305783
6.180,493.775,0.269173
6.190,488.991,0.139798
6.200,488.027,0.092412
6.210,465.628,0.114125
6.220,393.091,0.113648
6.230,394.985,0.227707
6.240,510.756,0.233294
6.250,509.387,0.146048
6.260,409.384,0.183719
6.270,407.613,0.364155
6.280,400.796,0.392701
6.290,399.823,0.238835
6.300,333.654,0.175135
6.310,411.059,0.192579
6.320,338.032,0.174635
6.330,83.500,0.292311
6.340,251.772,0.092561
6.350,249.075,0.109856
6.360,248.127,0.153528
6.370,249.264,0.231560
6.380,217.735,0.385750
6.390,213.645,0.459140
6.400,213.039,0.470050
6.410,217.324,0.469573
6.420,215.125,0.557509
6.430,186.498,0.394174
6.440,184.935,0.453449
6.450,197.764,0.384664
6.460,202.771,0.430010
6.470,203.026,0.661759
6.480,203.000,0.698616
6.490,201.529,0.635197
6.500,201.268,0.575090
6.510,201.253,0.579890
6.520,201.765,0.628282
6.530,200.832,0.430884
6.540,98.785,0.390841
6.550,98.526,0.250268
6.560,294.490,0.301805
6.570,294.795,0.308600
6.580,295.013,0.370121
6.590,294.696,0.440506
6.600,289.953,0.420182
6.610,216.782,0.274718
6.620,203.667,0.414726
6.630,203.412,0.554255
6.640,204.370,0.639673
6.650,204.009,0.682307
6.660,202.048,0.592237
6.670,201.951,0.554653
6.680,200.195,0.365806
6.690,98.384,0.408175
6.700,98.179,0.417311
6.710,198.296,0.394419
6.720,199.098,0.323003
6.730,199.211,0.391962
6.740,198.894,0.221156
6.750,199.324,0.215524
6.760,198.931,0.283731
6.770,199.197,0.289284
6.780,199.801,0.257844
6.790,199.004,0.411571
6.800,200.292,0.534156
6.810,202.806,0.352705
6.820,217.380,0.437005
6.830,216.179,0.359443
6.840,212.854,0.493215
6.850,212.745,0.551577
6.860,208.829,0.561543
6.870,206.177,0.677231
6.880,205.260,0.520081
6.890,201.676,0.467284
6.900,198.464,0.329871
6.910,197.553,0.433924
6.920,200.891,0.454694
6.930,201.322,0.622921
6.940,200.729,0.591959
6.950,200.240,0.474379
6.960,200.672,0.446273
6.970,198.978,0.371201
6.980,202.161,0.358433
6.990,201.131,0.493140
7.000,201.511,0.346777
7.010,190.024,0.389456
7.020,187.417,0.501148
7.030,187.696,0.459438
7.040,191.808,0.285479
7.050,445.807,0.372548
7.060,449.098,0.479434
7.070,451.167,0.682930
7.080,451.976,0.714631
7.090,448.354,0.593580
7.100,443.690,0.652308
7.110,437.620,0.525033
